﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
5350,66000,387130000C,(04)23274275,(04)23288582,2024,11,13,22,16,臺中市,北區,0,1,0,7,1,6,50,5,8,1,5,4,6,6,2,1,8,3,5,1,18,2,9,1,1,F03,7,9,7,21,2,14,,84,84,1,13,4,120.679306,24.16708,2
5351,66000,387130000C,(04)23274275,(04)23288582,2024,11,13,22,19,臺中市,西屯區,0,1,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,4,5,2,28,,,,,,,,,,,,,119,119,1,,,120.641522,24.17362,2
5352,66000,387130000C,(04)23274275,(04)23288582,2024,11,13,22,40,臺中市,北屯區,0,3,0,6,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,12,2,8,2,1,C03,7,11,1,9,2,14,,26,26,1,5,4,120.661683,24.18809,2
5353,66000,387130000C,(04)23274275,(04)23288582,2024,11,13,22,49,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,,1,13,4,120.652649,24.176453,3
5354,66000,387130000C,(04)23274275,(04)23288582,2024,11,13,23,0,臺中市,南屯區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,12,,,,,C03,,,1,,9,,,39,,2,12,4,120.643819,24.137071,3
5355,66000,387130000C,(04)23274275,(04)23288582,2024,11,13,23,13,臺中市,北屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,13,,24,24,1,6,4,120.707212,24.195294,2
5356,66000,387130000C,(04)23274275,(04)23288582,2024,11,13,23,32,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B13,,,1,,2,,,59,,1,12,4,120.701653,24.187332,3
5357,66000,387130000C,(04)23274275,(04)23288582,2024,11,13,23,50,臺中市,龍井區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,4,,24,24,1,6,4,120.530228,24.183974,2
5358,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,0,30,臺中市,沙鹿區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,3,1,13,2,9,2,2,C03,7,9,3,19,2,11,,59,59,1,6,4,120.570932,24.235581,2
5359,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,1,1,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,,1,13,4,120.641076,24.167898,3
5360,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,1,14,臺中市,太平區,0,2,0,7,1,6,40,3,9,1,5,4,6,6,4,4,5,4,5,1,5,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.72438,24.111425,2
5361,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,2,31,臺中市,南屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,18,2,9,2,4,C03,7,9,1,16,2,11,,59,59,1,6,4,120.653035,24.135244,2
5362,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,2,39,臺中市,西區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,1,B12,7,9,1,8,2,2,,20,20,1,12,4,120.669093,24.14045,2
5363,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,3,25,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,9,,,84,,1,12,4,120.684692,24.139467,3
5364,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,3,45,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B01,,,1,,1,,,49,,1,12,4,120.683678,24.141513,3
5365,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,3,55,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B12,,,1,,9,,,84,,2,13,4,120.679114,24.150877,3
5366,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,4,19,臺中市,西屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,5,4,B03,7,6,3,19,2,1,,11,11,1,12,4,120.635871,24.164395,2
5367,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,4,52,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,24,24,1,13,4,120.53602,24.258917,3
5368,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,5,30,臺中市,龍井區,0,0,0,7,,,70,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,,1,6,4,120.505951,24.209999,3
5369,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,6,34,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,35,,1,12,4,120.665757,24.140083,3
5370,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,6,43,臺中市,清水區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,4,4,5,5,4,2,27,2,9,5,4,B02,7,15,3,19,2,1,,59,59,1,12,4,120.611411,24.276687,2
5371,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,6,45,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,,1,6,4,120.624145,24.34292,3
5372,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,6,54,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,11,,1,12,4,120.566694,24.204254,3
5373,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,6,58,臺中市,烏日區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,6,4,120.644823,24.093035,3
5374,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,6,59,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,7,,1,12,4,120.644164,24.201417,3
5375,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,0,臺中市,南區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,1,3,5,2,17,2,9,1,1,C03,7,5,1,10,2,13,,11,11,1,13,4,120.655279,24.11545,2
5376,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,10,臺中市,神岡區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,12,2,9,5,4,C03,7,9,1,10,2,16,,58,58,1,13,4,120.654682,24.255086,2
5377,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,11,臺中市,豐原區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,4,4,1,13,3,10,5,4,B03,7,9,1,8,2,1,,7,7,1,12,4,120.753551,24.27317,2
5378,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,12,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,58,,1,13,4,120.678578,24.153967,3
5379,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,12,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,,1,13,4,120.639414,24.188611,3
5380,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,14,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,30,,,,,,,,,,,,,119,119,1,,,120.646564,24.134687,2
5381,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,20,臺中市,后里區,0,1,0,7,2,6,60,13,7,1,5,4,6,6,4,4,1,4,4,1,17,3,10,3,1,B03,7,1,1,8,2,8,,51,51,1,13,4,120.72186,24.306488,2
5382,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,25,臺中市,太平區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,2,9,5,4,C03,7,1,3,19,2,12,,51,51,1,6,4,120.725394,24.108667,2
5383,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,25,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,54,,1,12,4,120.713592,24.250667,3
5384,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,26,臺中市,豐原區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,4,4,2,16,2,9,1,1,C03,7,5,1,10,2,12,,47,47,1,12,4,120.716753,24.244174,2
5385,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,28,臺中市,北屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,1,2,5,2,16,2,7,1,1,C03,7,8,1,10,2,14,,35,35,1,6,4,120.701831,24.182039,2
5386,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,29,臺中市,北屯區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,12,,15,15,1,10,4,120.701879,24.167529,2
5387,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,29,臺中市,大肚區,0,1,0,7,2,6,70,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,6,,11,11,1,6,4,120.549346,24.148538,2
5388,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,30,臺中市,潭子區,0,1,0,7,3,6,40,3,1,1,5,4,6,6,4,4,5,4,4,2,17,2,9,1,1,F01,7,6,7,21,9,14,,48,48,1,13,4,120.705854,24.227454,2
5389,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,30,臺中市,龍井區,0,1,0,7,3,6,60,3,1,2,5,4,6,6,1,1,1,5,5,2,17,3,10,3,1,B03,7,5,1,6,2,6,,20,20,1,12,4,120.536259,24.194428,2
5390,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,31,臺中市,霧峰區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,17,2,9,1,1,C03,7,15,1,10,2,12,,4,4,1,6,4,120.663768,24.059574,2
5391,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,31,臺中市,龍井區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,1,17,3,10,3,1,B03,7,9,5,8,2,8,,12,12,1,12,4,120.530739,24.211823,2
5392,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,31,臺中市,豐原區,0,1,0,7,2,6,50,3,9,1,5,4,6,6,4,4,5,5,5,1,17,3,10,5,4,B03,7,9,3,19,2,2,,8,8,1,12,4,120.734533,24.2371,2
5393,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,32,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B01,,,1,,2,,,7,,1,12,4,120.706525,24.12946,3
5394,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,35,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,9,2,9,1,1,C03,7,6,1,10,2,12,,58,58,1,6,4,120.712804,24.116448,2
5395,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,35,臺中市,神岡區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.659092,24.267866,2
5396,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,36,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.551997,24.215747,3
5397,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,37,臺中市,大肚區,0,1,0,7,2,6,70,13,8,1,5,4,6,6,3,1,1,3,4,1,16,3,10,3,1,B03,7,7,1,8,2,5,,43,43,1,6,4,120.554924,24.129779,2
5398,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,37,臺中市,大安區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,50,,1,12,4,120.584595,24.354497,3
5399,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,38,臺中市,北區,0,2,0,7,3,6,50,18,9,1,5,4,6,6,4,4,1,4,5,2,17,2,9,4,1,F01,7,9,7,21,2,12,,8,8,1,13,1,120.685024,24.165975,2
5400,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,38,臺中市,大里區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,3,1,5,5,5,1,16,2,9,4,1,F01,7,6,7,21,1,11,,11,11,1,13,4,120.67707,24.094376,2
5401,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,40,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,40,,1,12,4,120.649956,24.134835,3
5402,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,40,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,,1,6,4,120.643821,24.153671,3
5403,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,40,臺中市,沙鹿區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,1,1,1,3,5,1,13,,,,,C03,,,1,,2,,,7,,1,12,4,120.570513,24.236102,3
5404,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,40,臺中市,東勢區,0,2,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,13,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.823981,24.269509,2
5405,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,41,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,3,10,5,4,B03,7,11,1,8,2,4,,45,45,1,12,4,120.708687,24.188135,2
5406,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,41,臺中市,沙鹿區,0,2,0,7,2,6,40,3,1,1,5,4,6,6,1,1,10,5,5,2,13,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.581062,24.201658,2
5407,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,42,臺中市,北區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,7,1,1,C03,7,9,1,10,2,13,,15,15,1,12,4,120.686131,24.160294,2
5408,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,43,臺中市,東區,0,3,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,11,2,12,,11,11,1,13,4,120.68934,24.142858,2
5409,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,43,臺中市,大肚區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,4,5,5,1,13,2,8,2,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.580342,24.112364,2
5410,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,44,臺中市,后里區,0,1,0,7,2,6,60,13,9,1,5,4,6,6,1,1,1,4,4,1,17,2,9,2,1,C03,7,8,1,10,2,14,,40,40,1,12,4,120.724403,24.315935,2
5411,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,45,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.634451,24.233492,3
5412,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,46,臺中市,西屯區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,4,5,2,14,3,10,3,1,B03,7,2,1,8,2,3,,49,49,1,13,4,120.655488,24.17252,2
5413,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,48,臺中市,西區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,20,20,1,12,4,120.668769,24.144891,2
5414,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,48,臺中市,太平區,0,1,0,7,2,6,40,13,9,1,5,4,6,6,4,4,5,5,5,1,13,2,9,1,4,C03,7,9,1,10,2,11,,7,7,1,6,4,120.71444,24.123351,2
5415,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,49,臺中市,北屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,12,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.708061,24.178244,2
5416,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,50,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,7,,1,12,4,120.663768,24.059574,3
5417,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,50,臺中市,大肚區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,3,1,4,1,5,1,13,3,10,3,1,B03,7,9,1,8,2,5,,7,7,1,6,4,120.54086,24.159644,2
5418,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,51,臺中市,西屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,2,3,1,1,C03,7,6,1,10,2,12,,11,11,1,12,2,120.661414,24.165008,2
5419,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,51,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,,1,12,4,120.666342,24.109108,3
5420,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,51,臺中市,烏日區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,1,16,2,9,5,4,C03,7,6,1,10,2,12,,15,15,1,13,4,120.626175,24.086163,2
5421,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,52,臺中市,南屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,13,4,120.596317,24.152512,3
5422,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,53,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,,1,13,4,120.686025,24.153485,3
5423,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,53,臺中市,北屯區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,12,2,7,1,1,C03,7,1,1,10,2,12,,51,51,1,12,4,120.66256,24.193887,2
5424,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,53,臺中市,西屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,8,3,5,1,17,2,7,1,1,C03,7,5,1,10,1,14,,12,12,1,12,4,120.647419,24.169375,2
5425,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,55,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,6,4,120.615952,24.146691,3
5426,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,55,臺中市,西屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,4,2,12,2,9,2,4,C03,7,11,1,10,2,14,,45,45,1,13,4,120.653066,24.168909,2
5427,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,55,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,70,,1,12,4,120.716634,24.148805,3
5428,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,56,臺中市,北區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,18,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,13,4,120.679155,24.17163,2
5429,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,56,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,9,,,35,,1,13,4,120.67407,24.165314,3
5430,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,58,臺中市,西屯區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,5,4,C03,7,6,1,10,2,16,,65,65,1,12,4,120.626387,24.201995,2
5431,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,58,臺中市,外埔區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,4,1,G01,7,5,1,7,2,17,,15,15,1,7,4,120.6996,24.346625,2
5432,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,7,59,臺中市,太平區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,1,1,5,5,5,1,17,3,10,3,1,B03,7,9,1,8,9,5,,84,84,1,12,4,120.716737,24.124096,2
5433,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,0,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,7,,1,13,4,120.721003,24.175968,3
5434,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,0,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,,,,,,,21,,,,,,86,86,2,,,120.661426,24.166637,2
5435,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,0,臺中市,沙鹿區,0,2,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,8,2,1,C03,7,6,1,10,2,11,,85,85,1,6,4,120.602174,24.220212,2
5436,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,3,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,84,84,1,13,4,120.686153,24.160971,3
5437,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,5,臺中市,西區,0,1,0,7,1,6,70,4,1,1,5,4,6,6,1,1,10,5,5,1,17,2,9,5,4,C03,7,9,1,10,2,11,,7,7,1,12,4,120.666726,24.153009,2
5438,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,6,臺中市,外埔區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,8,8,1,12,4,120.631212,24.324294,3
5439,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,7,臺中市,南區,0,2,0,7,2,6,40,3,2,1,5,4,6,6,4,4,5,5,4,2,12,2,9,1,1,C03,7,8,1,10,2,14,,40,40,1,12,4,120.661591,24.116864,2
5440,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,8,臺中市,西區,0,2,0,7,3,6,40,3,2,1,5,4,1,6,4,4,10,5,5,2,30,3,10,5,4,C03,7,9,1,10,2,11,,59,59,1,12,4,120.673535,24.135271,2
5441,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,9,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,13,4,120.685408,24.152483,3
5442,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,10,臺中市,沙鹿區,0,0,0,7,2,6,30,13,9,1,5,4,6,6,4,4,4,3,5,2,16,,,,,C03,,,1,,2,,,51,,1,12,4,120.581377,24.21479,3
5443,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,10,臺中市,大甲區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,12,2,8,1,1,C03,7,1,1,10,2,11,,51,51,1,6,4,120.620742,24.353596,2
5444,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,11,臺中市,南區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,11,,24,24,1,13,4,120.667278,24.125659,2
5445,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,16,臺中市,霧峰區,0,1,0,7,2,6,50,11,7,1,5,4,6,6,4,4,5,5,4,2,18,2,9,2,1,C03,7,9,3,19,2,13,,84,84,1,6,4,120.72152,24.063998,2
5446,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,18,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,,1,13,4,120.682173,24.154631,3
5447,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,18,臺中市,外埔區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,5,5,4,1,16,3,10,3,1,B03,7,6,1,1,2,7,,12,12,1,12,4,120.661756,24.323703,2
5448,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,19,臺中市,西屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,8,3,4,1,17,3,10,3,1,B03,7,9,1,8,1,5,,7,7,1,12,4,120.635358,24.176122,2
5449,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,22,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,50,50,1,12,4,120.587419,24.172823,3
5450,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,25,臺中市,西屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,1,4,5,2,12,2,9,2,4,C03,7,5,1,10,2,14,,8,8,1,13,4,120.61516,24.182935,2
5451,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,25,臺中市,太平區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,2,5,2,12,3,10,3,1,B12,7,9,1,8,2,1,,70,70,1,12,4,120.71739,24.123374,2
5452,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,26,臺中市,沙鹿區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,5,5,4,2,18,2,8,1,1,C04,7,9,1,10,2,15,,54,54,1,12,4,120.569942,24.219475,2
5453,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,27,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,,1,13,4,120.670789,24.232693,3
5454,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,29,臺中市,南區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,1,3,4,2,17,3,10,3,1,B03,7,6,1,8,2,2,,11,11,1,13,4,120.66034,24.123777,2
5455,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,30,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,,1,12,4,120.692224,24.14553,3
5456,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,32,臺中市,西屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B12,7,6,1,8,2,6,,11,11,1,12,4,120.64461,24.20402,2
5457,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,34,臺中市,北屯區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,11,1,10,2,14,,84,84,1,12,4,120.700787,24.169128,2
5458,66000,387130000C,(04)23274275,(04)23288582,2024,11,14,8,35,臺中市,西區,0,1,0,7,2,6,50,11,9,1,5,4,6,6,4,4,4,4,5,2,12,3,10,5,1,B03,7,7,1,8,2,2,,40,40,1,6,4,120.653093,24.154536,2
